,Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Semifinal,Final,Category,Quali_Tops,Quali_Zones,Quali_Atempts_Tops,Quali_Attempts_Zones,semi_Tops,semi_Zones,semi_Atempts_Tops,semi_Attempts_Zones,Finals_Tops,Finals_Zones,Final_Atempts_Tops,Final_Attempts_Zones
2334,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Mykhayil,TKACHUK,UKR,,13,5T7z1117,,,boulder,2,3,2,3,0,0,0,0,0,0,0,0
2335,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Mikel Asier,LINACISORO MOLINA,ESP,,14,5T7z127,,,boulder,2,3,4,4,0,0,0,0,0,0,0,0
2336,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Michael,O NEILL,IRL,,15,5T6z78,,,boulder,2,3,5,4,0,0,0,0,0,0,0,0
2337,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Christoph,SCHWEIGER,GER,,16,4T8z59,,,boulder,2,3,5,7,0,0,0,0,0,0,0,0
2338,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Simone,MABBONI,ITA,,17,4T8z714,,,boulder,2,2,2,2,0,0,0,0,0,0,0,0
2339,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Nino,GRÜNENFELDER,SUI,,18,4T8z1013,,,boulder,1,5,3,7,0,0,0,0,0,0,0,0
2340,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Harold,PEETERS,BEL,,19,4T7z511,,,boulder,0,3,0,7,0,0,0,0,0,0,0,0
2341,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Mathieu,MIQUEL,FRA,,20,4T7z810,,,boulder,7,8,1,13,0,0,0,0,4,4,5,4
2342,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Eneko,CARRETERO CRUZ,ESP,,21,4T7z916,,,boulder,4,8,8,3,0,0,0,0,2,4,4,7
2343,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Louis,BÉTRISEY,SUI,,22,4T7z1111,,,boulder,5,6,1,9,0,0,0,0,2,3,5,6
2344,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Pablo,RODRÍGUEZ SALAS,ESP,,23,4T6z49,,,boulder,5,7,1,10,0,0,0,0,2,3,6,5
2345,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Oleksii,KRYNETSKYI,UKR,,24,4T6z610,,,boulder,5,7,9,9,0,0,0,0,1,4,5,3
2346,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Kieran,FORREST,GBR,,25,4T6z89,,,boulder,5,6,7,7,0,0,0,0,1,3,1,7
2347,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Ádám,BAKURECZ,HUN,,26,4T6z1011,,,boulder,5,7,9,3,0,0,0,0,0,4,0,4
2348,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Bohdan,BOTNAR,UKR,,27,4T5z75,,,boulder,5,7,5,9,0,0,0,0,0,3,0,2
2349,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Carmel,RAZ ROMEO,ISR,,28,3T7z615,,,boulder,5,7,9,0,0,0,0,0,0,3,0,2
2350,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Matteo,MANZONI,ITA,,29,3T6z310,,,boulder,4,8,5,2,0,0,0,0,0,2,0,5
2351,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Louis,DEBRULLE,BEL,,30,3T6z49,,,boulder,4,7,5,9,0,0,0,0,0,0,0,0
2352,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Aiden,DUNNE,GBR,,31,3T6z510,,,boulder,4,7,7,9,0,0,0,0,0,0,0,0
2353,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Jonas,BRANDENBURGER,GER,,32,3T6z610,,,boulder,4,6,6,8,0,0,0,0,0,0,0,0
2354,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Rafael,CORONADO,LUX,,33,3T6z711,,,boulder,4,6,7,0,0,0,0,0,0,0,0,0
2355,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Leo,CHIBA,NOR,,34,3T6z87,,,boulder,4,6,8,6,0,0,0,0,0,0,0,0
2356,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Amiad,LIFMAN,ISR,,35,3T6z810,,,boulder,4,6,9,8,0,0,0,0,0,0,0,0
2357,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Nikola,MIRCHEV,BUL,,36,3T5z45,,,boulder,4,6,1,11,0,0,0,0,0,0,0,0
2358,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Stoyan,PETROV,BUL,,37,3T5z88,,,boulder,3,6,4,8,0,0,0,0,0,0,0,0
2359,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Lionel,BAUDUIN,BEL,,38,3T5z99,,,boulder,3,5,5,7,0,0,0,0,0,0,0,0
2360,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Albert,ILSAAS SUTHURST,NOR,,39,2T5z58,,,boulder,3,5,5,9,0,0,0,0,0,0,0,0
2361,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Uri,AGMON,ISR,,40,1T6z212,,,boulder,3,5,8,5,0,0,0,0,0,0,0,0
2362,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Joseph,WALMSLEY,GBR,,41,1T3z14,,,boulder,3,5,8,6,0,0,0,0,0,0,0,0
2363,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Diogo,PIRES,POR,,42,0T1z02,,,boulder,3,5,1,12,0,0,0,0,0,0,0,0
2364,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Rafael,FERNANDES,POR,,43,0T1z05,,,boulder,3,4,7,5,0,0,0,0,0,0,0,0
2968,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Hung Ying,LEE,TPE,201.0,1,5T5z96,3T4z74,4T4z66,ldering,0,4,0,0,0,0,0,0,0,0,0,0
2969,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Hsiu-Ju,LIN,TPE,214.0,2,3T5z47,2T3z35,4T4z129,ldering,0,3,0,4,0,0,0,0,0,0,0,0
2970,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Puntarika,TUNYAVANICH,THA,222.0,3,4T5z66,2T3z23,3T4z911,ldering,0,3,0,6,0,0,0,0,0,0,0,0
2971,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,YiLing,SONG,CHN,215.0,4,4T5z1312,2T3z23,1T4z36,ldering,0,2,0,3,0,0,0,0,0,0,0,0
2972,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Rochelle,SUAREZ,PHI,219.0,5,3T5z1111,2T3z35,1T3z37,ldering,0,1,0,2,0,0,0,0,0,0,0,0
2973,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Wai-ping,YU,HKG,208.0,6,4T5z56,2T4z26,1T3z318,ldering,8,8,9,8,4,4,4,4,4,4,8,6
2974,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Milky Mae,TEJARES,PHI,211.0,7,2T4z35,2T3z37,,ldering,8,8,1,10,3,4,9,0,3,4,5,6
2975,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Hoi-ying,TO,HKG,216.0,8,4T5z65,2T2z33,,ldering,5,6,9,7,3,4,1,14,2,4,4,3
2976,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Heeyeon,PARK,KOR,207.0,9,4T5z67,1T4z15,,ldering,6,6,1,7,3,4,9,6,2,3,8,8
2977,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Joanne,ALA,PHI,202.0,10,3T5z912,1T2z613,,ldering,7,8,9,9,4,4,6,4,1,3,1,8
2978,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Liana Nicole,MORA,PHI,220.0,11,3T5z715,1T1z11,,ldering,6,7,1,8,3,4,8,5,0,3,0,5
2979,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Suet-ying,LAM,HKG,210.0,12,3T5z1215,1T1z22,,ldering,6,8,1,9,2,4,4,7,0,0,0,0
2980,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Pak Chi,SOU,MAC,221.0,13,3T5z1823,0T2z06,,ldering,7,8,9,8,2,4,6,7,0,0,0,0
2981,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Ka-yan,WONG,HKG,213.0,14,1T5z18,0T2z09,,ldering,5,6,5,6,2,3,3,3,0,0,0,0
2982,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Wing Sze,YUEN,HKG,206.0,15,2T4z38,0T1z01,,ldering,5,7,7,8,1,4,1,6,0,0,0,0
2983,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Ming-yan,CHOW,HKG,212.0,16,1T4z420,0T1z04,,ldering,8,8,1,8,1,4,2,6,0,0,0,0
2984,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Zhimei,XU,MAC,203.0,17,2T3z66,0T0z00,,ldering,5,8,7,0,1,4,2,6,0,0,0,0
2985,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Gabrielle Jeanette,LUI,HKG,209.0,18,1T4z69,0T0z00,,ldering,6,7,6,7,1,4,2,8,0,0,0,0
2986,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Naomi Carol,SCHROEDER,HKG,218.0,19,1T3z113,0T0z00,,ldering,6,8,1,10,1,4,2,4,0,0,0,0
2987,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Siu-kuk Cirrus,YIU,HKG,217.0,20,1T2z45,0T0z00,,ldering,5,7,8,0,1,4,5,2,0,0,0,0
2988,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Ajina,CARAMPEL,PHI,204.0,21,0T2z08,,,ldering,5,7,1,7,1,3,1,1,0,0,0,0
2989,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Angela,BUENDIA,PHI,205.0,22,0T2z013,,,ldering,7,8,1,9,1,3,2,5,0,0,0,0
2990,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Cheung-chi Shoji,CHAN,HKG,114.0,1,5T5z88,3T4z811,4T4z44,ldering,5,6,1,6,0,4,0,4,0,0,0,0
2991,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Ka-chun,YAU,HKG,121.0,2,4T5z810,2T4z313,4T4z55,ldering,7,8,1,9,0,4,0,5,0,0,0,0
2992,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Chua,DENNIS,SGP,123.0,3,5T5z99,3T4z48,4T4z65,ldering,5,7,7,8,0,4,0,0,0,0,0,0
2993,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Cheuk-hei,HO,HKG,108.0,4,5T5z1010,3T4z1114,4T4z77,ldering,5,6,1,7,0,0,0,0,0,0,0,0
2994,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Hei-yeung,LAM,HKG,120.0,5,3T3z77,4T4z55,4T4z98,ldering,4,7,6,8,0,0,0,0,0,0,0,0
2995,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Gerald,VEROSIL,PHI,103.0,6,4T5z1313,2T4z48,4T4z1211,ldering,4,6,4,6,0,0,0,0,0,0,0,0
2996,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Chia Hsiang,LIN,TPE,112.0,7,4T5z1311,2T4z410,,ldering,4,6,5,7,0,0,0,0,0,0,0,0
2997,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Wan Tong,LOK,MAC,122.0,8,3T3z77,2T3z35,,ldering,4,6,8,7,0,0,0,0,0,0,0,0
2998,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,HuaLong,SONG,CHN,119.0,9,1T3z117,1T4z112,,ldering,4,6,9,8,0,0,0,0,0,0,0,0
2999,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Jarrell,SOH JIT KAI,SGP,113.0,10,2T3z23,1T3z116,,ldering,4,5,7,9,0,0,0,0,0,0,0,0
3000,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Mark,CHAN CHONG KIAT,SGP,117.0,11,2T3z712,1T3z37,,ldering,4,5,8,6,0,0,0,0,0,0,0,0
3001,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Chi-fung,AU,HKG,102.0,12,4T4z1616,1T3z411,,ldering,4,4,9,4,0,0,0,0,0,0,0,0
3002,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Pak-hei,LAU,HKG,115.0,13,1T2z510,1T3z610,,ldering,3,8,6,4,0,0,0,0,0,0,0,0
3003,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Cheuk-nam,WONG,HKG,109.0,14,3T4z97,1T2z14,,ldering,3,7,5,9,0,0,0,0,0,0,0,0
3004,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Iman,MORA,PHI,101.0,15,1T3z29,1T1z11,,ldering,3,6,3,6,0,0,0,0,0,0,0,0
3005,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Ching Huei,CHANG,TPE,124.0,16,2T4z712,1T1z44,,ldering,3,6,4,6,0,0,0,0,0,0,0,0
3006,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Tsun-ting,IP,HKG,106.0,17,1T1z22,0T1z01,,ldering,3,6,5,7,0,0,0,0,0,0,0,0
3007,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Alex,HO JIA YUE,SGP,116.0,18,0T2z07,0T1z01,,ldering,3,6,5,0,0,0,0,0,0,0,0,0
3008,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,JiaHao,FU,CHN,118.0,19,2T4z613,0T1z04,,ldering,3,6,6,7,0,0,0,0,0,0,0,0
3009,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Luke,GOH WEN BIN,SGP,104.0,20,2T4z820,0T1z09,,ldering,3,5,3,6,0,0,0,0,0,0,0,0
3010,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Paak-lok,CHAN,HKG,126.0,21,0T2z09,,,ldering,2,7,2,9,0,0,0,0,0,0,0,0
3011,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Tsz-hing,LEUNG,HKG,110.0,22,0T1z01,,,ldering,2,6,2,6,0,0,0,0,0,0,0,0
3012,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Wan I,LO,MAC,127.0,23,0T1z02,,,ldering,2,6,2,8,0,0,0,0,0,0,0,0
3013,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,John Joseph,VELORIA,PHI,111.0,23,0T1z02,,,ldering,2,6,2,3,0,0,0,0,0,0,0,0
3014,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Mich Danielle,PINILI,PHI,105.0,25,0T1z04,,,ldering,2,6,3,7,0,0,0,0,0,0,0,0
3015,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Washington,JUSAY,PHI,107.0,26,0T1z07,,,ldering,2,6,4,8,0,0,0,0,0,0,0,0
3016,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 March 2019,Jose Mari Jr,CORTES,PHI,125.0,27,0T0z00,,,ldering,2,6,4,9,0,0,0,0,0,0,0,0
3017,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Sierra,BLAIR-COYLE,USA,145.0,1,2T5z212,,3T4z35,ldering,2,5,2,5,0,0,0,0,0,0,0,0
3018,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Ashima,SHIRAISHI,USA,139.0,2,2T4z27,,3T4z45,ldering,2,5,3,8,0,0,0,0,0,0,0,0
3019,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Valentina,AGUADO,ARG,197.0,3,3T4z67,,2T4z27,ldering,2,5,5,8,0,0,0,0,0,0,0,0
3020,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Alejandra,CONTRERAS,CHI,181.0,4,2T3z29,,2T4z35,ldering,2,4,2,6,0,0,0,0,0,0,0,0
3021,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Ignacia,MELLADO QUINTEROS,CHI,185.0,5,2T3z33,,2T2z22,ldering,2,3,2,4,0,0,0,0,0,0,0,0
3022,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Kyra,CONDIE,USA,141.0,6,3T5z118,,1T4z14,ldering,2,3,3,4,0,0,0,0,0,0,0,0
3023,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Madison,FISCHER,CAN,187.0,7,2T2z22,,1T3z13,ldering,1,3,1,3,0,0,0,0,0,0,0,0
3024,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Lisa,CHULICH,USA,144.0,8,2T2z22,,1T3z15,ldering,1,3,1,7,0,0,0,0,0,0,0,0
3025,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Muykuay,SILVA,CHI,182.0,9,2T3z39,,1T3z16,ldering,1,2,5,3,0,0,0,0,0,0,0,0
3026,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Leslie,ROMERO,VEN,122.0,10,2T3z36,,0T3z04,ldering,1,1,5,1,0,0,0,0,0,0,0,0
3027,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Gabriela Andrea,SANDOVAL SEPÚLVEDA,CHI,183.0,11,2T2z33,,,ldering,0,2,0,6,0,0,0,0,0,0,0,0
3028,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Isabel,GIFFORD,USA,147.0,12,1T3z110,,,ldering,0,0,0,0,0,0,0,0,0,0,0,0
3029,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Andrea,ROJAS,ECU,172.0,13,1T2z25,,,ldering,5,7,8,1,3,4,9,4,3,4,1,12
3030,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Emily,GONZALEZ,ECU,173.0,14,1T2z26,,,ldering,5,6,1,9,3,4,9,6,3,3,3,3
3031,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Thais Makino,SHIRAIWA,BRA,192.0,15,1T1z22,,,ldering,6,7,1,10,2,4,4,8,3,3,3,3
3032,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Alexandra,MENA,ECU,174.0,16,1T1z32,,,ldering,5,7,1,14,2,4,5,7,2,2,5,4
3033,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Josefina,MESA BARRIENTOS,CHI,184.0,17,0T2z03,,,ldering,6,6,1,8,2,4,4,6,1,2,1,2
3034,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Rocio Ailen,BECERRA,ARG,198.0,18,0T2z05,,,ldering,4,6,6,7,2,4,8,0,1,2,1,2
3035,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Noelia,VENET GALLEGOS,PER,132.0,19,0T1z01,,,ldering,4,5,6,8,2,4,1,9,0,0,0,0
3036,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Gabby,LAMPNER,USA,148.0,20,0T1z03,,,ldering,4,6,5,8,2,4,1,13,0,0,0,0
3037,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Zach,RICHARDSON,CAN,188.0,1,4T5z98,,3T3z55,ldering,4,5,8,8,2,4,1,15,0,0,0,0
3038,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Palmer,LARSEN,USA,152.0,2,4T4z87,,2T4z46,ldering,4,5,1,9,2,4,1,14,0,0,0,0
3039,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Joseph,DIAZ,USA,136.0,3,4T5z99,,2T4z58,ldering,5,5,8,6,2,3,4,5,0,0,0,0
3040,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Rudolph,RUANA,USA,134.0,4,4T5z510,,2T4z510,ldering,5,7,1,14,2,2,3,2,0,0,0,0
3041,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Colin,WILLS,USA,126.0,5,4T4z86,,2T3z69,ldering,4,5,1,7,2,2,1,10,0,0,0,0
3042,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Kai,LIGHTNER,USA,133.0,6,4T5z1310,,1T4z16,ldering,5,6,7,7,1,4,5,8,0,0,0,0
3043,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Carlos,GRANJA,ECU,165.0,7,5T5z1311,,1T4z415,ldering,4,7,1,15,1,4,6,9,0,0,0,0
3044,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Ronny,ESCOBAR,CHI,176.0,8,4T5z89,,1T3z27,ldering,4,6,5,7,1,3,1,3,0,0,0,0
3045,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Charles,BARRON,USA,127.0,9,4T4z87,,1T3z37,ldering,5,5,1,12,0,3,0,3,0,0,0,0
3046,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Cesar,GROSSO,BRA,191.0,10,4T4z99,,0T3z010,ldering,4,4,1,9,0,3,0,8,0,0,0,0
3047,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Jose Maria,ALJARO,CHI,177.0,11,4T4z149,,,ldering,4,5,9,9,0,2,0,3,0,0,0,0
3048,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Benjamin,AYALA,CHI,180.0,12,3T4z58,,,ldering,4,6,7,1,0,2,0,8,0,0,0,0
3049,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,John,BROSLER,USA,138.0,12,3T4z58,,,ldering,4,4,1,7,0,0,0,0,0,0,0,0
3050,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Jean,OURIQUES,BRA,193.0,14,3T4z59,,,ldering,3,5,9,0,0,0,0,0,0,0,0,0
3051,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Jakob,ELLIOTT,CAN,189.0,15,3T4z79,,,ldering,2,3,5,3,0,0,0,0,0,0,0,0
3052,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Pedro Ferreira,NICOLOSO,BRA,194.0,16,3T4z712,,,ldering,1,4,2,9,0,0,0,0,0,0,0,0
3053,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Galo,HERNANDEZ,ECU,162.0,17,3T3z115,,,ldering,1,3,3,9,0,0,0,0,0,0,0,0
3054,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Felipe,HO FOGANHOLO,BRA,195.0,18,2T4z28,,,ldering,0,3,0,4,0,0,0,0,0,0,0,0
3055,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Danny,VALENCIA,ECU,166.0,19,2T4z215,,,ldering,0,2,0,2,0,0,0,0,0,0,0,0
3056,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Gustavo Jose,PEREZ,VEN,131.0,20,2T4z618,,,ldering,0,2,0,4,0,0,0,0,0,0,0,0
3057,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Isaac,ESTEVEZ,ECU,163.0,21,2T3z57,,,ldering,0,1,0,3,0,0,0,0,0,0,0,0
3058,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Valentin,VARGAS,VEN,130.0,22,2T3z119,,,ldering,0,0,0,0,0,0,0,0,0,0,0,0
3059,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Valentin,STERNIK,ARG,196.0,23,2T3z1113,,,ldering,8,8,9,9,4,4,8,7,4,4,5,4
3060,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Fernando,MORALES,GUA,154.0,24,2T2z73,,,ldering,6,8,7,1,2,4,3,4,3,4,8,9
3061,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Nickolaie,RIVADENEIRA,ECU,167.0,25,1T4z311,,,ldering,8,8,1,11,3,4,6,8,3,3,6,5
3062,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Emilio,RIOS,CHI,179.0,26,1T3z212,,,ldering,4,5,7,7,3,4,5,6,2,4,6,8
3063,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Jimmy Edison,HUAYANAY,PER,129.0,27,1T3z38,,,ldering,8,8,1,8,3,4,8,9,2,3,4,5
3064,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Benjamin,VARGAS,CHI,178.0,28,1T3z69,,,ldering,8,8,1,12,2,4,4,5,0,2,0,2
3065,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Sergio,NEVAREZ,ECU,168.0,29,1T2z23,,,ldering,4,5,1,9,2,4,5,6,0,0,0,0
3066,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Juan Martin,PEÑA,ECU,164.0,29,1T2z23,,,ldering,5,6,1,9,2,4,6,0,0,0,0,0
3067,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Hector,MEJIA,GUA,157.0,31,1T2z26,,,ldering,4,5,5,5,2,4,7,4,0,0,0,0
3068,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,Mateo,PACHECO,ECU,170.0,32,1T2z43,,,ldering,4,7,8,8,2,4,8,0,0,0,0,0
